t,x,y,theta,xg,yg,D,eD,phi,alpha,v,w
0.07463899999856949,-2.0,-2.0,-0.0,2.0,2.0,5.656854249492381,-5.65585424949238,0.7853981633974483,-0.7853981633974483,0.3999292893218814,0.8353893245626834
0.07576139993034303,-1.9983677809675537,-1.9997752176781702,-0.0007961638612909647,2.0,2.0,5.655541238805695,-5.654541238805694,0.7855741338316262,-0.7863702976929172,0.3994475618541552,0.8363613623183279
0.1023802999407053,-1.9983677809675537,-1.9997752176781702,-0.0007961638612909647,2.0,2.0,5.655541238805695,-5.654541238805694,0.7855741338316262,-0.7863702976929172,0.3994475618541552,0.8363613623183279
0.15112469997256994,-1.9934573565518594,-1.9993716300731428,-0.00430544442556669,2.0,2.0,5.651785124545348,-5.650785124545347,0.786138110724206,-0.7904435551497727,0.39754977942874453,0.8404321632616051
0.20115639991126955,-1.9852408605506313,-1.9989306165821386,-0.010113618941754386,2.0,2.0,5.645670092454955,-5.644670092454954,0.7871127736929888,-0.7972263926347432,0.39438953818731237,0.8472035487198926
0.2515096999704838,-1.9743827441932011,-1.9987825724663348,-0.01424172179462666,2.0,2.0,5.637905662495707,-5.636905662495707,0.7884583974620436,-0.8027001192566703,0.39163373046461186,0.8526613232438255
0.3019515998894349,-1.9624803400990491,-1.9989650529563874,-0.01189602763203091,2.0,2.0,5.629651138431044,-5.628651138431044,0.7899808058267208,-0.8018768334587517,0.39139339313865573,0.8518408045379371
0.3513317999895662,-1.9494348141611255,-1.9993904037481123,-0.002918916743702827,2.0,2.0,5.62077921225344,-5.61977921225344,0.7916827313099679,-0.7946016480536707,0.39370435493162714,0.8445842838230011
0.40218599990475923,-1.93487212513855,-2.0000521036952508,0.03588886394081057,2.0,2.0,5.611028022873274,-5.610028022873274,0.7936122950929938,-0.7577234311521832,0.4075138426662353,0.8076379642458744
0.4523962999228388,-1.9186660031219975,-2.000730040299872,0.03588886394081057,2.0,2.0,5.600159292322134,-5.599159292322134,0.7957602035812806,-0.75987133964047,0.4058968543372202,0.8097972752354227
0.5007869999390095,-1.9011721173982365,-2.0012571507594146,0.0666193540121943,2.0,2.0,5.588309464951703,-5.587309464951702,0.798062583300589,-0.7314432292883947,0.41581381745432994,0.7811435029706177
