t,x,y,theta,xg,yg,D,eD,phi,alpha,v,w
0.07227509992662817,-2.0,-2.0,-0.0,-2.0,2.0,4.0,-3.999,1.5707963267948966,-1.5707963267948966,2.448681274895133e-17,1.5707963267948966
0.0733827999792993,-2.0,-2.0,-0.0,-2.0,2.0,4.0,-3.999,1.5707963267948966,-1.5707963267948966,2.448681274895133e-17,1.5707963267948966
0.10179779992904514,-2.0001685580449595,-2.0001144060445544,0.004139044257895711,-2.0,2.0,4.00011440959593,-3.9991144095959297,1.570754188488901,-1.5666151442310052,0.0016720978720150027,1.567033153088946
0.15070289990399033,-2.0006223552366516,-2.000563394834955,0.01557010314363561,-2.0,2.0,4.000563443243892,-3.999563443243892,1.5706407598983854,-1.5550706567547496,0.00628932227239103,1.5566425714895906
0.20194219995755702,-2.0014159496807595,-2.001283095111174,0.03399500473333952,-2.0,2.0,4.001283345644989,-4.000283345644989,1.5704424529029481,-1.5364474481696087,0.013737822920732288,1.5398787771402094
0.25154689990449697,-2.0026732438847445,-2.002277651630465,0.058669206992353735,-2.0,2.0,4.002278544401118,-4.001278544401118,1.5701283962513681,-1.5114591892590143,0.0237285115392412,1.5173775057185288
0.300679299980402,-2.004431117510939,-2.0035974373429033,0.08860090882870021,-2.0,2.0,4.003599889487092,-4.002599889487092,1.5696895432655937,-1.4810886344368934,0.03585826004632266,1.4900091244032185
0.3510736000025645,-2.0064896409658304,-2.005195543554893,0.1237440104526677,-2.0,2.0,4.005200801152402,-4.004200801152401,1.5691760225635585,-1.4454320121108908,0.050067004133404244,1.4578344083428705
0.4011879999889061,-2.0086203436268435,-2.0071556147396,0.20884197003131705,-2.0,2.0,4.007164886932324,-4.006164886932324,1.5686450925634723,-1.3598031225321552,0.08390158449205785,1.380276682770938
0.4518343999516219,-2.0100054144337838,-2.009456349545792,0.20884197003131705,-2.0,2.0,4.009468833552775,-4.008468833552775,1.568300877838053,-1.3594589078067358,0.08408474887107353,1.3799638602193969
0.5006783999269828,-2.0102581805188646,-2.011981204923911,0.25620928534565357,-2.0,2.0,4.011994319404039,-4.0109943194040385,1.5682394458824185,-1.3120301605367648,0.10263652821117447,1.3367608517109488
