t,x,y,phi,xg,yg,e,theta,alpha,v,w
0.07410640001762658,-2.0,-2.0,8.15663263153893e-56,-2.0,2.0,4.0,1.5707963267948966,1.5707963267948966,2.4492935982947065e-17,1.5707963267948966
0.10341239999979734,-2.0001685580449595,-2.0001144060445544,0.015570512460983657,-2.0,2.0,4.00011440959593,1.570754188488901,1.5551836760279172,0.006244985215696241,1.552046024411592
0.15318200003821403,-2.000622339095673,-2.0005632221904786,0.015570512460983657,-2.0,2.0,4.000563270596906,1.5706407639263482,1.5550702514653645,0.006291056621627532,1.5519098114220353
0.1543066999875009,-2.00141553496956,-2.0012830047027528,0.033996350682512104,-2.0,2.0,4.00128325508984,1.5704425565394953,1.5364462058569832,0.01374175361345694,1.5295056390860593
0.2025238999631256,-2.002671660097084,-2.0022776117333323,0.058675328539673985,-2.0,2.0,4.002278503446448,1.5701287919661235,1.5114534634264496,0.023736729132883445,1.4993829038865403
0.2521376999793574,-2.004427823756797,-2.003596600234764,0.08861166903784011,-2.0,2.0,4.003599048735348,1.5696903657319763,1.4810786966941363,0.03587117392989938,1.4626974066613465
0.3033094999846071,-2.0064851139611646,-2.0051941925046797,0.12375719399747831,-2.0,2.0,4.005199442771397,1.5691771522974647,1.4454199582999863,0.05008428066884919,1.4195443745369372
0.35213969997130334,-2.0086143109157293,-2.0071531634622652,0.1640929168033243,-2.0,2.0,4.00716242268743,1.568646596726082,1.4045536799227578,0.06630971173602031,1.3700077447645478
0.401727500022389,-2.0086143109157293,-2.0071531634622652,0.1640929168033243,-2.0,2.0,4.00716242268743,1.568646596726082,1.4045536799227578,0.06630971173602031,1.3700077447645478
0.4522655999753624,-2.009727629348344,-2.0094105256709036,0.20820081862179024,-2.0,2.0,4.009422326237705,1.5683701321712527,1.3601693135494624,0.08382623435944205,1.3161492453282766
0.5009962000185624,-2.0096514990554892,-2.011832890411262,0.2549098310324389,-2.0,2.0,4.011844499979978,1.568390573439935,1.3134807424074961,0.10209559983093319,1.2594831139674472
0.5502928000641987,-2.008719478193319,-2.013965984499219,0.30275328226605386,-2.0,2.0,4.013975455083993,1.5686240451881748,1.2658707629221209,0.12050844363209853,1.2017471573448815
0.6009881000500172,-2.006772981724601,-2.0154495064107496,0.3504716505058382,-2.0,2.0,4.015455218504593,1.5691095977523277,1.2186379472464894,0.13850290040631222,1.1445756034647603
0.6511783000314608,-2.0030623242605676,-2.016085435105036,0.398536049710893,-2.0,2.0,4.016086602638529,1.5700338122227981,1.1714977625119052,0.156134274953498,1.0876746022533856
0.7015972000081092,-1.9970559992462131,-2.0155276181474493,0.4977999953214427,-2.0,2.0,4.015528697350495,1.5715294808175462,1.0737294854961035,0.19148024139533634,0.9704685584147719
0.7518370000179857,-1.9889144812574675,-2.0137800400386268,0.5481658679685312,-2.0,2.0,4.013795348362728,1.5735581848054694,1.025392316836938,0.20822106360954565,0.9129831493944922
0.8017608999507502,-1.9796416802133585,-2.011030213312902,0.5952512499287828,-2.0,2.0,4.011081878158744,1.5758718669643887,0.980620617035606,0.22321952178167095,0.8600800961792829
0.8520236000185832,-1.959771630136494,-2.0024014734328364,0.6396314766887207,-2.0,2.0,4.002603637169089,1.5808470464787607,0.9412155697900401,0.23567568222632906,0.8136898479729711
0.9011013000272214,-1.9493597797971252,-1.9966477448415063,0.6814250607455294,-2.0,2.0,3.996968554823629,1.5834663226686594,0.9020412619231299,0.24781592703520758,0.7680019359167098
0.9511121000396088,-1.9387621577046361,-1.9900059200889195,0.7208914911381843,-2.0,2.0,3.990475825722243,1.58614292925714,0.8652514381189558,0.2587618968608682,0.7253962585380882
1.0010038999607787,-1.9281344652280363,-1.9825409241777898,0.7582451482082345,-2.0,2.0,3.983189283456028,1.5888395151018904,0.8305943668936558,0.2686410385763922,0.6855442457579375
1.0535206999629736,-1.9281344652280363,-1.9825409241777898,0.7582451482082345,-2.0,2.0,3.983189283456028,1.5888395151018904,0.8305943668936558,0.2686410385763922,0.6855442457579375
1.1018639999674633,-1.9179108728723757,-1.9748144382250519,0.7968878740663796,-2.0,2.0,3.975662013189113,1.5914457081820534,0.7945578341156738,0.2785350172900565,0.6444364029414178
1.1517788000637665,-1.9077236023478377,-1.9664373347186985,0.8702825283757265,-2.0,2.0,3.967510562533392,1.594056433473594,0.7237739050978675,0.29729029815742164,0.5648673428585622
1.2030226000351831,-1.8876611016909421,-1.947396137605781,0.9035658604446906,-2.0,2.0,3.9489943397349068,1.5992476351617053,0.6956817747170148,0.303131489081175,0.5333888562189926
1.251932100043632,-1.8876611016909421,-1.947396137605781,0.9346180776493849,-2.0,2.0,3.9489943397349068,1.5992476351617053,0.6646295575123204,0.310843239763033,0.499262245307175
