t,x,y,phi,xg,yg,e,theta,alpha,v,w
0.07437879999633878,2.0,-2.0,8.15663263153893e-56,-2.0,-2.0,4.0,3.141592653589793,3.141592653589793,-0.4,3.141592653589793
0.07618019997607917,1.9997799706668573,-1.9999850623157431,0.004352684323088847,-2.0,-2.0,3.9997799706947506,-3.141588918963297,-3.145941603286386,-0.39997421461081867,-3.1450724260216254
0.1025307000381872,1.9997799706668573,-1.9999850623157431,0.004352684323088847,-2.0,-2.0,3.9997799706947506,-3.141588918963297,-3.145941603286386,-0.39997421461081867,-3.1450724260216254
0.15133450005669147,1.9995577120969887,-2.0001803190748926,0.007056067759802435,-2.0,-2.0,3.999557716161809,3.1415475688359904,3.134491501076188,-0.3999456875002905,3.135913282324543
0.20161230000667274,1.9994894538308834,-2.0003166007154705,0.010947080243197294,-2.0,-2.0,3.9994894663619847,3.1415134933073463,3.130566413064149,-0.399924634389976,3.1327753378178858
0.25130090001039207,1.999206429279115,-2.0006894663138928,0.022275213219459165,-2.0,-2.0,3.9992064887113803,3.141420252809975,3.119145039590516,-0.39981989401955126,3.1236490798387497
0.30224750004708767,1.9985516147330866,-2.001347149478608,0.04022632932529531,-2.0,-2.0,3.9985518416667167,3.141255744239249,3.101029414913954,-0.3995262731408146,3.1091857273122527
0.3512771000387147,1.9975116335388492,-2.00227752303248,0.06441079325071343,-2.0,-2.0,3.9975122823313005,3.1410229184658363,3.0766121252151226,-0.3989075565625851,3.089707336162171
0.40144649997819215,1.9960062427153566,-2.003533647566516,0.09390134504280093,-2.0,-2.0,3.9960078051081465,3.1407083590139573,3.0468070139711565,-0.39780705392679716,3.0659411800782004
0.45207520003896207,1.9942327090652217,-2.005109779263818,0.12855428582874437,-2.0,-2.0,3.9942359775069156,3.140313364963294,3.0117590791345497,-0.3960618308327455,3.0379829428328606
0.5069057999644428,1.9923963216097007,-2.0070289644437036,0.1687786620963199,-2.0,-2.0,3.992402509159594,3.139832067562003,2.9710534054656828,-0.39344862923832963,3.0054538898946137
0.5513058999786153,1.990385650752963,-2.0094580439010494,0.21586166368666723,-2.0,-2.0,3.9903968595027717,3.139222450051215,2.923360786364548,-0.3895751759308781,2.9671952744433288
0.6013376000337303,1.9875770855207535,-2.0125892414870354,0.3332741433686327,-2.0,-2.0,3.987596958316049,3.1384355485633466,2.805161405194714,-0.3764047456404706,2.8711863199407763
0.6512721000472084,1.9834674975601334,-2.0166396951386973,0.3332741433686327,-2.0,-2.0,3.9835022509812017,3.1374154892553494,2.8041413458867166,-0.3758838932730433,2.8703364965287315
