t,x,y,theta,xg,yg,D,eD,phi,alpha,v,w
0.07876179995946586,-2.0,-2.0,-0.0007961638612909647,2.0,-2.0,4.0,-3.999,0.0,-0.0007961638612909647,0.39989987325632176,0.000875760309687286
0.10206169995944947,-1.9983677809675537,-1.9997752176781702,-0.0007961638612909647,2.0,-2.0,3.9983677872860186,-3.9973677872860187,-5.621852063307686e-05,-0.0007399453406578878,0.3997366692968448,0.0008139213415364631
0.10334819997660816,-1.9934573565518594,-1.9993716300731428,-0.00430544442556669,2.0,-2.0,3.993457405988817,-3.992457405988817,-0.00015734985141142263,-0.004148094574155267,0.399242305755241,0.004562795402184391
0.1529187000123784,-1.9934573565518594,-1.9993716300731428,-0.00430544442556669,2.0,-2.0,3.993457405988817,-3.992457405988817,-0.00015734985141142263,-0.004148094574155267,0.399242305755241,0.004562795402184391
0.20134919998236,-1.9852408753248774,-1.9989305964711472,-0.010113656702867138,2.0,-2.0,3.985241018807282,-3.9842410188072823,-0.00026834099534760116,-0.009845315707519536,0.3984047923645184,0.01082953663045635
0.25124419992789626,-1.9733481924951355,-1.9987160163173523,-0.01681839905933894,2.0,-2.0,3.973348399954182,-3.972348399954182,-0.00032314903596403503,-0.016495250023374906,0.3971807987568414,0.018144060753522703
0.301904599997215,-1.9576301412860857,-1.9988140891967674,-0.02288293584666669,2.0,-2.0,3.9576303189662063,-3.9566303189662064,-0.00029965174243201366,-0.02258328410423468,0.39556214117754235,0.024840274321785025
0.3521916000172496,-1.938744200646381,-1.999196403184456,-0.025820049991736045,2.0,-2.0,3.9387442826227423,-3.9377442826227425,-0.00020402360840341723,-0.02561602638333263,0.3936452417154616,0.02817585850996068
0.4012128999456763,-1.9189731813219602,-1.9998703292912132,-0.024211632877927318,2.0,-2.0,3.918973183467228,-3.917973183467228,-3.3087929602956634e-05,-0.02417854494832436,0.39168280117083365,0.026594840510752362
0.4520245000021532,-1.8992590965609477,-2.0005839770718836,-0.02235987394812088,2.0,-2.0,3.8992591402909498,-3.89825914029095,0.00014976616148244524,-0.022509640109603324,0.3897271589421974,0.02475926676118972
0.5014342999784276,-1.8796706691757277,-2.0011758480752935,-0.020747613185343686,2.0,-2.0,3.8796708473633603,-3.8786708473633604,0.00030307934346911094,-0.0210506925288128,0.38778114981800754,0.023154597525551022
0.550309699960053,-1.8602416820280343,-2.0016435446129885,-0.01937867629138176,2.0,-2.0,3.8602420319075232,-3.8592420319075234,0.0004257620763306217,-0.019804438367712382,0.38584852288337873,0.02178385150217555
0.6004636000143364,-1.8409221208181556,-2.002048428496787,-0.018143202329660896,2.0,-2.0,3.8409226670488357,-3.839922667048836,0.0005333168020968739,-0.01867651913175777,0.3839252980258366,0.02054325063072321
0.6505080999340862,-1.821704616692644,-2.0024280730634336,-0.016976924141448312,2.0,-2.0,3.8217053880157574,-3.8207053880157575,0.0006353376255526821,-0.017612261767000995,0.38201128276602075,0.01937266300145341
0.7002588999457657,-1.8025807346702565,-2.002788926177254,-0.01586564205734766,2.0,-2.0,3.802581757410958,-3.801581757410958,0.0007334297078174631,-0.016599071765165122,0.3801058046077189,0.01825823761564757
0.7512500999728218,-1.783561397718532,-2.003131881586689,-0.014810183067468768,2.0,-2.0,3.783562693941794,-3.7825626939417942,0.0008277600234714973,-0.015637943090940264,0.3782100199470467,0.01720106922157453
0.8015463999472558,-1.7646185097793936,-2.0034536655334634,-0.013814178145358538,2.0,-2.0,3.76462009397751,-3.76362009397751,0.0009174009413158878,-0.014731579086674426,0.3763211712033719,0.016204132608800086
0.8509733999380842,-1.745767699400459,-2.0037514856665233,-0.012873862813858154,2.0,-2.0,3.7457695780061693,-3.7447695780061694,0.0010015261792151598,-0.013875388993073313,0.37444091002499386,0.015262379426592084
0.9005873999558389,-1.7270184914239786,-2.0040253274786726,-0.011990111297797451,2.0,-2.0,3.7270206651798405,-3.7260206651798407,0.001080039158049275,-0.013070150455846726,0.3725702413829553,0.01437666600959499
0.952271300018765,-1.7083703567507182,-2.004284322110316,-0.011154479212276858,2.0,-2.0,3.708372831612727,-3.707372831612727,0.0011553107678040598,-0.012309789980080917,0.37070919443343625,0.01354031271527187
1.0018875999376178,-1.6898329716518545,-2.004523517007785,-0.009629988782269111,2.0,-2.0,3.689835744432979,-3.688835744432979,0.001225940246174303,-0.010855929028443415,0.36886183797172656,0.011941142452417265
1.0521548999240622,-1.6529900361964767,-2.004951561367164,-0.008932824174475754,2.0,-2.0,3.6529933920704964,-3.6519933920704966,0.0013554809308406668,-0.01028830510531642,0.3651800113445831,0.011316781396255445
1.1013800000073388,-1.6529900361964767,-2.004951561367164,-0.008932824174475754,2.0,-2.0,3.6529933920704964,-3.6519933920704966,0.0013554809308406668,-0.01028830510531642,0.3651800113445831,0.011316781396255445
1.152787399943918,-1.6347382338023213,-2.005142362065773,-0.008259343597110478,2.0,-2.0,3.63474187146103,-3.63374187146103,0.0014147810114513084,-0.009674124608561787,0.36335718342219486,0.01064121057078342
1.2025844999589026,-1.6165470536104167,-2.0053175334925917,-0.007614665403234348,2.0,-2.0,3.6165509628844763,-3.6155509628844764,0.0014703333267366198,-0.009084998729970968,0.3615401755180802,0.00999319742143252
1.2516248999163508,-1.5984713105909962,-2.00547915606937,-0.0069944022007663,2.0,-2.0,3.5984754819642326,-3.5974754819642327,0.0015226331856335368,-0.008517035386399837,0.35973450025119236,0.009368461064214774
1.3043620999669656,-1.5804940904022338,-2.0056273448351103,-0.005878594344414864,2.0,-2.0,3.580498512555928,-3.579498512555928,0.0015716658258878495,-0.007450260170302713,0.35793991705191913,0.008195050547357816
1.3532146000070497,-1.5447710132000931,-2.005887391361152,-0.005371269473395072,2.0,-2.0,3.54477590228221,-3.54377590228221,0.00166086495455564,-0.007032134427950712,0.35436882811635145,0.007735126314257628
1.404284599935636,-1.5447710132000931,-2.005887391361152,-0.005371269473395072,2.0,-2.0,3.54477590228221,-3.54377590228221,0.00166086495455564,-0.007032134427950712,0.35436882811635145,0.007735126314257628
