t,x,y,phi,xg,yg,e,theta,alpha,v,w
0.07351079990621656,-2.0,-2.0,8.15663263153893e-56,2.0,-2.0,4.0,0.0,-8.15663263153893e-56,0.4,-7.340969368385037e-56
0.07511579990386963,-2.0,-2.0,8.15663263153893e-56,2.0,-2.0,4.0,0.0,-8.15663263153893e-56,0.4,-7.340969368385037e-56
0.10168459999840707,-1.9983677809675537,-1.9997752176781702,-0.0007961638612909698,2.0,-2.0,3.9983677872860186,-5.621852063307686e-05,0.0007399453406578929,0.39983666926946887,0.0006715726836123084
0.1520017998991534,-1.9934573565519245,-1.999371630073139,-0.004305444424888534,2.0,-2.0,3.9934574059888814,-0.0001573498514123653,0.004148094573476169,0.3993423048949154,0.00374902467908748
0.2009820999810472,-1.9852408753266837,-1.998930596472619,-0.010113656701528324,2.0,-2.0,3.985241018809088,-0.00026834099497818903,0.009845315706550135,0.3985047875182299,0.008887680120757902
0.2521839999826625,-1.9733481924986784,-1.99871601632032,-0.016818399074981966,2.0,-2.0,3.973348399957724,-0.000323149035216864,0.016495250039765104,0.397280785152733,0.014878333278007244
0.3006030999822542,-1.95763014123735,-1.998814090422183,-0.02288293537092062,2.0,-2.0,3.957630318917103,-0.00029965143280206107,0.02258328393811856,0.3956621156749655,0.020355678260816936
0.3521513999439776,-1.938719723065304,-1.999195251733687,-0.02588013573534115,2.0,-2.0,3.938719805277268,-0.00020431721769946872,0.025675818517641683,0.3937421580699858,0.02312978770855805
0.40203759993892163,-1.9189367023646167,-1.9998679983927854,-0.024510236792877848,2.0,-2.0,3.918936704587723,-3.36830158764842e-05,0.024476553777001364,0.39177628424035443,0.022033242834924447
0.45068159990478307,-1.8992287165764914,-2.0005805459951094,-0.022925076109458372,2.0,-2.0,3.8992287597944806,0.00014888739107598347,0.023073963500534356,0.38981908159599693,0.020752502592058943
0.5020529999164864,-1.8796422613728285,-2.0011730587030243,-0.021552970199718493,2.0,-2.0,3.8796424387173616,0.0003023625860960138,0.021855332785814505,0.38787159091858914,0.019640268764330636
0.5507611999055371,-1.860216474556037,-2.0016484784812025,-0.020393740236905853,2.0,-2.0,3.860216826541631,0.00042704298887369244,0.020820783225779547,0.38593801450927767,0.018696614620356232
